                     LEU0        0.38655          0.26712          0.21053          0.05243          0.53889          0.39810          0.25000    
                        2          0.30252          0.31507          0.26316          0.05618          0.52222          0.39810          0.26923    
                        3          0.23529          0.31507          0.30827          0.05243          0.48889          0.40284          0.31250    
                        4          0.22689          0.43836          0.28571          0.06367          0.54444          0.45972          0.36538    
                        5          0.17647          0.38356          0.22556          0.07865          0.51667          0.51659          0.46154    
                        6          0.45378          0.45205          0.22556          0.05993          0.49444          0.64455          0.52404    
                        7          0.45378          0.43151          0.23308          0.06742          0.38333          0.70142          0.48558    
                        8          0.45378          0.41781          0.31579          0.05993          0.42778          0.59716          0.51923    
                        9          0.30252          0.50000          0.50376          0.05993          0.45556          0.54028          0.57212    
                       10          0.26891          0.45205          0.54887          0.07865          0.48889          0.48815          0.53365    
                       11          0.46218          0.50685          0.43609          0.06367          0.47222          0.50237          0.47596    
                       12          0.52101          0.57534          0.33083          0.06367          0.47222          0.57346          0.47115    
                       13          0.62185          0.71233          0.30827          0.04869          0.54444          0.54502          0.51442    
                       14          0.45378          0.79452          0.30075          0.05618          0.61667          0.63507          0.62019    
                       15          0.23529          0.83562          0.32331          0.06367          0.61111          0.57346          0.62981    
                       16          0.32773          0.69178          0.36842          0.07865          0.55000          0.46445          0.64904    
                       17          0.42857          0.61644          0.41353          0.08240          0.53333          0.48341          0.65865    
                       18          0.46218          0.62329          0.38346          0.15356          0.54444          0.39810          0.62500    
                       19          0.29412          0.73973          0.38346          0.56929          0.55000          0.46445          0.61538    
                       20          0.24370          0.71233          0.48872          0.02247          0.49444          0.47393          0.69712    
                       21          0.26891          0.65753          0.56391          0.13109          0.56667          0.58294          0.74038    
                       22          0.33613          0.63699          0.63910          0.14232          0.56111          0.51659          0.76442    
                       23          0.46218          0.74658          0.68421          0.22097          0.63333          0.54502          0.82692    
                       24          0.59664          0.82877          0.78947          0.19101          0.77778          0.54028          0.79327    
                       25          0.57983          0.79452          0.78195          0.23596          0.81111          0.57346          0.81250    
                       26          0.57983          0.84247          0.75188          0.45693          0.78333          0.50237          0.88942    
                       27          0.63025          0.82877          0.65414          0.45318          0.80556          0.56872          0.80769    
                       28          0.46218          0.77397          0.54135          0.51311          0.78333          0.54502          0.63942    
                       29          0.41176          0.80822          0.44361          0.48315          0.73889          0.57346          0.51923    
                       30          0.47899          0.73288          0.32331          0.07865          0.74444          0.58768          0.61058    
                       31          0.54622          0.82877          0.38346          0.00749          0.78333          0.50237          0.75962    
                       32          0.44538          0.78767          0.44361          0.11610          0.77778          0.50237          0.86538    
                       33          0.36134          0.66438          0.53383          0.15730          0.70000          0.51659          0.91346    
                       34          0.25210          0.60959          0.56391          0.15730          0.77222          0.62559          0.88462    
                       35          0.25210          0.65753          0.71429          0.04869          0.77778          0.56398          0.79808    
                       36          0.50420          0.69863          0.87970          0.02622          0.74444          0.56872          0.68750    
                       37          0.67227          0.80822          0.78947          0.18352          0.75556          0.54502          0.64904    
                       38          0.52101          0.81507          0.73684          0.02996          0.75000          0.54976          0.62019    
                       39          0.37815          0.73973          0.58647          0.02622          0.76667          0.36967          0.57692    
                       40          0.37815          0.76027          0.58647          0.00749          0.79444          0.26066          0.46635    
                       41          0.48739          0.82192          0.62406          0.00375          0.79444          0.27962          0.44712    
                       42          0.43697          0.83562          0.51880          0.35955          0.73889          0.24171          0.59135    
                       43          0.37815          0.82877          0.35338          0.01873          0.71667          0.33649          0.65385    
                       44          0.57143          0.87671          0.48872          0.42322          0.67222          0.29858          0.63942    
                       45          0.56303          0.85616          0.52632          0.00000          0.67778          0.26066          0.62019    
                       46          0.46218          0.71233          0.52632          0.00000          0.72222          0.23223          0.48558    
                       47          0.14286          0.68493          0.48120          0.01498          0.72222          0.29384          0.47115    
                       48          0.10084          0.62329          0.43609          0.00749          0.65000          0.24645          0.41827    
                       49          0.18487          0.56849          0.29323          0.01873          0.64444          0.43128          0.39423    
                       50          0.13445          0.60959          0.27820          0.38951          0.68889          0.45498          0.47596    
                       51          0.17647          0.61644          0.30075          0.00375          0.60000          0.35545          0.41346    
                       52          0.16807          0.63699          0.27820          0.01498          0.60556          0.31280          0.51442    
                       53          0.26891          0.76027          0.21805          0.00749          0.58889          0.31754          0.58173    
                       54          0.16807          0.71233          0.37594          0.01873          0.65000          0.16588          0.56250    
                       55          0.31092          0.78767          0.33835          0.01498          0.64444          0.13270          0.60577    
                       56          0.40336          0.70548          0.54135          0.01873          0.56667          0.18957          0.57692    
                       57          0.34454          0.62329          0.55639          0.03371          0.60556          0.38863          0.57212    
                       58          0.28571          0.69178          0.67669          0.05618          0.68889          0.30806          0.51923    
                       59          0.26891          0.46575          0.63158          0.31835          0.68889          0.43602          0.52404    
                       60          0.05882          0.52055          0.62406          0.34831          0.61667          0.31280          0.54327    
                       61          0.42017          0.42466          0.60150          0.30712          0.59444          0.39810          0.64904    
                       62          0.30252          0.33562          0.59398          0.54307          0.60000          0.47393          0.58654    
                       63          0.29412          0.38356          0.61654          0.59925          0.54444          0.53555          0.58654    
                       64          0.44538          0.47945          0.63910          0.62921          0.50000          0.52133          0.64904    
                       65          0.57143          0.54795          0.71429          0.65543          0.42778          0.52607          0.61538    
                       66          0.49580          0.54110          0.78195          0.67041          0.57778          0.56872          0.61538    
                       67          0.36134          0.56164          0.76692          0.71161          0.53889          0.67299          0.61058    
                       68          0.39496          0.53425          0.69173          0.79775          0.51667          0.71090          0.57212    
                       69          0.62185          0.44521          0.74436          0.83146          0.50000          0.49763          0.64904    
                       70          0.65546          0.39726          0.72180          0.79401          0.62778          0.41706          0.64423    
                       71          0.47059          0.40411          0.75940          0.66292          0.67222          0.44550          0.73558    
                       72          0.58824          0.41096          0.80451          0.65543          0.69444          0.43128          0.73558    
                       73          0.61345          0.49315          0.81203          0.57678          0.73889          0.35545          0.64423    
                       74          0.47899          0.60274          0.75188          0.63296          0.76667          0.26540          0.61538    
                       75          0.35294          0.61644          0.58647          0.56929          0.72778          0.10427          0.60577    
                       76          0.34454          0.65068          0.47368          0.45318          0.71667          0.22275          0.49038    
                       77          0.21008          0.57534          0.46617          0.31461          0.65000          0.41706          0.54327    
                       78          0.26891          0.65753          0.49624          0.20599          0.56111          0.33175          0.58173    
                       79          0.15126          0.56849          0.60150          0.00000          0.53333          0.26540          0.46154    
                       80          0.15126          0.54795          0.54887          0.00000          0.48333          0.09005          0.46635    
                       81          0.15126          0.66438          0.40602          0.00000          0.66111          0.16114          0.44712    
                       82          0.11765          0.64384          0.37594          0.00375          0.61111          0.17062          0.36538    
                       83          0.15966          0.72603          0.24812          0.01124          0.62778          0.28436          0.31250    
                       84          0.31933          0.76712          0.40602          0.00000          0.47222          0.25118          0.37019    
                       85          0.53782          0.79452          0.51880          0.00375          0.47778          0.23223          0.48077    
                       86          0.37815          0.80822          0.53383          0.01124          0.43889          0.36493          0.47596    
                       87          0.45378          0.71233          0.42105          0.03371          0.35556          0.51659          0.40865    
                       88          0.47059          0.77397          0.36090          0.04120          0.38333          0.70616          0.35577    
                       89          0.52941          0.74658          0.42105          0.46067          0.51111          0.65877          0.33173    
                       90          0.68067          0.70548          0.47368          0.39700          0.67778          0.62559          0.49038    
                       91          0.72269          0.56849          0.45113          0.36704          0.67778          0.76777          0.48558    
                       92          0.49580          0.59589          0.55639          0.02622          0.78889          0.68246          0.36058    
                       93          0.36134          0.59589          0.42105          0.04120          0.82222          0.68246          0.35577    
                       94          0.41176          0.59589          0.42105          0.04494          0.76667          0.50237          0.49038    
